case_id,model_id,family,phase,difficulty_id,difficulty_label,output_shape_count,score_cov,score_geom,score_sem,score_global
cross_braced_truss_level_1,gemini-3.1-flash-lite-preview,Cross-Braced Truss,2,1,Level 1 (Scale 2),16,52.0,5.0,0.0,12.0
cross_braced_truss_level_2,gemini-3.1-flash-lite-preview,Cross-Braced Truss,2,2,Level 2 (Scale 4),32,52.0,3.0,0.0,11.0
cross_braced_truss_level_3,gemini-3.1-flash-lite-preview,Cross-Braced Truss,2,3,Level 3 (Scale 8),12,9.0,2.0,0.0,2.0
fractal_y_tree_level_1,gemini-3.1-flash-lite-preview,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,72.0,94.0,89.0
fractal_y_tree_level_2,gemini-3.1-flash-lite-preview,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,59.0,96.0,86.0
fractal_y_tree_level_3,gemini-3.1-flash-lite-preview,Fractal Y-Tree,2,3,Level 3 (Scale 4),15,48.0,25.0,27.0,31.0
bcc_lattice_level_1,gemini-3.1-flash-lite-preview,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gemini-3.1-flash-lite-preview,BCC Lattice,2,2,Level 2 (Scale 3),91,30.0,30.0,8.0,19.0
bcc_lattice_level_3,gemini-3.1-flash-lite-preview,BCC Lattice,2,3,Level 3 (Scale 4),17,2.0,2.0,0.0,1.0
furniture_assembly_level_1,gemini-3.1-flash-lite-preview,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,60.0,100.0,88.0
furniture_assembly_level_2,gemini-3.1-flash-lite-preview,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,47.0,66.0,67.0
furniture_assembly_level_3,gemini-3.1-flash-lite-preview,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,43.0,63.0,64.0
pipe_manifold_level_1,gemini-3.1-flash-lite-preview,Pipe Manifold,3,1,Level 1 (Scale 2),12,100.0,69.0,100.0,91.0
pipe_manifold_level_2,gemini-3.1-flash-lite-preview,Pipe Manifold,3,2,Level 2 (Scale 3),16,100.0,45.0,100.0,84.0
pipe_manifold_level_3,gemini-3.1-flash-lite-preview,Pipe Manifold,3,3,Level 3 (Scale 5),13,54.0,25.0,9.0,23.0
axle_bearing_level_1,gemini-3.1-flash-lite-preview,Axle Bearing,3,1,Level 1 (Scale 1),3,60.0,32.0,29.0,36.0
axle_bearing_level_2,gemini-3.1-flash-lite-preview,Axle Bearing,3,2,Level 2 (Scale 2),3,60.0,32.0,29.0,36.0
axle_bearing_level_3,gemini-3.1-flash-lite-preview,Axle Bearing,3,3,Level 3 (Scale 3),3,60.0,32.0,29.0,36.0
phyllotaxis_disc_level_1,gemini-3.1-flash-lite-preview,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,67.0,84.0,82.0
phyllotaxis_disc_level_2,gemini-3.1-flash-lite-preview,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,78.0,70.0,78.0
phyllotaxis_disc_level_3,gemini-3.1-flash-lite-preview,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,79.0,72.0,80.0
compound_eye_level_1,gemini-3.1-flash-lite-preview,Compound Eye,4,1,Level 1 (Scale 2),60,100.0,58.0,98.0,86.0
compound_eye_level_2,gemini-3.1-flash-lite-preview,Compound Eye,4,2,Level 2 (Scale 3),3,2.0,2.0,0.0,1.0
compound_eye_level_3,gemini-3.1-flash-lite-preview,Compound Eye,4,3,Level 3 (Scale 4),3,2.0,2.0,0.0,1.0
diatom_frustule_level_1,gemini-3.1-flash-lite-preview,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,100.0,100.0,100.0
diatom_frustule_level_2,gemini-3.1-flash-lite-preview,Diatom Frustule,4,2,Level 2 (Scale 7),120,100.0,100.0,100.0,100.0
diatom_frustule_level_3,gemini-3.1-flash-lite-preview,Diatom Frustule,4,3,Level 3 (Scale 10),152,90.0,77.0,84.0,83.0
honeycomb_lattice_level_1,gemini-3.1-flash-lite-preview,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,100.0,100.0,100.0
honeycomb_lattice_level_2,gemini-3.1-flash-lite-preview,Honeycomb Lattice,4,2,Level 2 (Scale 2),65,61.0,57.0,47.0,53.0
honeycomb_lattice_level_3,gemini-3.1-flash-lite-preview,Honeycomb Lattice,4,3,Level 3 (Scale 3),5,2.0,2.0,0.0,1.0
armillary_sphere_level_1,gemini-3.1-flash-lite-preview,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,76.0,100.0,93.0
armillary_sphere_level_2,gemini-3.1-flash-lite-preview,Armillary Sphere,3,2,Level 2 (Scale 3),24,67.0,67.0,24.0,46.0
armillary_sphere_level_3,gemini-3.1-flash-lite-preview,Armillary Sphere,3,3,Level 3 (Scale 4),36,69.0,69.0,26.0,48.0
vertebral_column_level_1,gemini-3.1-flash-lite-preview,Vertebral Column,4,1,Level 1 (Scale 7),26,65.0,47.0,34.0,44.0
vertebral_column_level_2,gemini-3.1-flash-lite-preview,Vertebral Column,4,2,Level 2 (Scale 12),46,66.0,40.0,36.0,43.0
vertebral_column_level_3,gemini-3.1-flash-lite-preview,Vertebral Column,4,3,Level 3 (Scale 19),2,2.0,1.0,0.0,0.0
flanged_pipe_joint_level_1,gemini-3.1-flash-lite-preview,Flanged Pipe Joint,1,1,Level 1 (Scale 4),12,100.0,79.0,100.0,92.0
flanged_pipe_joint_level_2,gemini-3.1-flash-lite-preview,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,79.0,100.0,92.0
flanged_pipe_joint_level_3,gemini-3.1-flash-lite-preview,Flanged Pipe Joint,1,3,Level 3 (Scale 16),36,100.0,80.0,99.0,92.0
ball_bearing_assembly_level_1,gemini-3.1-flash-lite-preview,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,gemini-3.1-flash-lite-preview,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,gemini-3.1-flash-lite-preview,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,gemini-3.1-flash-lite-preview,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,63.0,60.0,62.0
clock_tower_mechanism_level_2,gemini-3.1-flash-lite-preview,Clock Tower Mechanism,3,2,Level 2 (Scale 12),20,100.0,53.0,60.0,58.0
clock_tower_mechanism_level_3,gemini-3.1-flash-lite-preview,Clock Tower Mechanism,3,3,Level 3 (Scale 24),5,16.0,12.0,0.0,2.0
gantry_crane_assembly_level_1,gemini-3.1-flash-lite-preview,Gantry Crane Assembly,3,1,Level 1 (Scale 2),17,100.0,65.0,63.0,64.0
gantry_crane_assembly_level_2,gemini-3.1-flash-lite-preview,Gantry Crane Assembly,3,2,Level 2 (Scale 4),25,100.0,70.0,60.0,64.0
gantry_crane_assembly_level_3,gemini-3.1-flash-lite-preview,Gantry Crane Assembly,3,3,Level 3 (Scale 6),33,100.0,70.0,59.0,63.0
cochlear_spiral_level_1,gemini-3.1-flash-lite-preview,Cochlear Spiral,4,1,Level 1 (Scale 12),28,100.0,67.0,100.0,87.0
cochlear_spiral_level_2,gemini-3.1-flash-lite-preview,Cochlear Spiral,4,2,Level 2 (Scale 24),52,100.0,56.0,100.0,83.0
cochlear_spiral_level_3,gemini-3.1-flash-lite-preview,Cochlear Spiral,4,3,Level 3 (Scale 36),4,5.0,5.0,0.0,0.0
radiolarian_skeleton_level_1,gemini-3.1-flash-lite-preview,Radiolarian Skeleton,4,1,Level 1 (Scale 1),42,76.0,46.0,54.0,47.0
radiolarian_skeleton_level_2,gemini-3.1-flash-lite-preview,Radiolarian Skeleton,4,2,Level 2 (Scale 2),2,1.0,1.0,0.0,0.0
radiolarian_skeleton_level_3,gemini-3.1-flash-lite-preview,Radiolarian Skeleton,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
spiral_staircase_level_1,deepseek-chat,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,22.0,45.0,49.0
spiral_staircase_level_2,deepseek-chat,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,13.0,11.0,24.0
spiral_staircase_level_3,deepseek-chat,Spiral Staircase,1,3,Level 3 (Scale 50),51,78.0,5.0,0.0,17.0
cannonball_pyramid_level_1,deepseek-chat,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,96.0,100.0,99.0
cannonball_pyramid_level_2,deepseek-chat,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,80.0,97.0,92.0
cannonball_pyramid_level_3,deepseek-chat,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,86.0,100.0,96.0
voxel_grid_level_1,deepseek-chat,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,60.0,100.0,88.0
voxel_grid_level_2,deepseek-chat,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,60.0,100.0,88.0
voxel_grid_level_3,deepseek-chat,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,60.0,100.0,88.0
domino_ring_level_1,deepseek-chat,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,51.0,65.0,68.0
domino_ring_level_2,deepseek-chat,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,51.0,61.0,66.0
domino_ring_level_3,deepseek-chat,Domino Ring,1,3,Level 3 (Scale 20),60,100.0,41.0,44.0,54.0
dna_helix_level_1,deepseek-chat,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,78.0,100.0,93.0
dna_helix_level_2,deepseek-chat,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,75.0,100.0,92.0
dna_helix_level_3,deepseek-chat,DNA Helix,1,3,Level 3 (Scale 20),60,100.0,74.0,93.0,89.0
suspension_bridge_level_1,deepseek-chat,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,99.0,100.0,100.0
suspension_bridge_level_2,deepseek-chat,Suspension Bridge,2,2,Level 2 (Scale 10),29,100.0,98.0,100.0,99.0
suspension_bridge_level_3,deepseek-chat,Suspension Bridge,2,3,Level 3 (Scale 20),51,100.0,99.0,100.0,100.0
planetary_array_level_1,deepseek-chat,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,deepseek-chat,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,deepseek-chat,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,83.0,95.0,92.0
cross_braced_truss_level_1,deepseek-chat,Cross-Braced Truss,2,1,Level 1 (Scale 2),24,78.0,0.0,0.0,16.0
cross_braced_truss_level_2,deepseek-chat,Cross-Braced Truss,2,2,Level 2 (Scale 4),32,52.0,0.0,0.0,10.0
cross_braced_truss_level_3,deepseek-chat,Cross-Braced Truss,2,3,Level 3 (Scale 8),104,100.0,38.0,74.0,68.0
fractal_y_tree_level_1,deepseek-chat,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,38.0,88.0,75.0
fractal_y_tree_level_2,deepseek-chat,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,45.0,95.0,81.0
fractal_y_tree_level_3,deepseek-chat,Fractal Y-Tree,2,3,Level 3 (Scale 4),31,100.0,43.0,95.0,80.0
bcc_lattice_level_1,deepseek-chat,BCC Lattice,2,1,Level 1 (Scale 2),35,35.0,35.0,11.0,23.0
bcc_lattice_level_2,deepseek-chat,BCC Lattice,2,2,Level 2 (Scale 3),35,9.0,7.0,0.0,4.0
bcc_lattice_level_3,deepseek-chat,BCC Lattice,2,3,Level 3 (Scale 4),177,25.0,20.0,9.0,16.0
furniture_assembly_level_1,deepseek-chat,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,20.0,98.0,75.0
furniture_assembly_level_2,deepseek-chat,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,20.0,100.0,76.0
furniture_assembly_level_3,deepseek-chat,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,20.0,88.0,70.0
pipe_manifold_level_1,deepseek-chat,Pipe Manifold,3,1,Level 1 (Scale 2),12,100.0,47.0,100.0,84.0
pipe_manifold_level_2,deepseek-chat,Pipe Manifold,3,2,Level 2 (Scale 3),16,100.0,50.0,100.0,85.0
pipe_manifold_level_3,deepseek-chat,Pipe Manifold,3,3,Level 3 (Scale 5),24,100.0,45.0,100.0,84.0
axle_bearing_level_1,deepseek-chat,Axle Bearing,3,1,Level 1 (Scale 1),1,16.0,7.0,0.0,5.0
axle_bearing_level_2,deepseek-chat,Axle Bearing,3,2,Level 2 (Scale 2),1,16.0,8.0,0.0,6.0
axle_bearing_level_3,deepseek-chat,Axle Bearing,3,3,Level 3 (Scale 3),1,16.0,7.0,0.0,5.0
phyllotaxis_disc_level_1,deepseek-chat,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,70.0,81.0,82.0
phyllotaxis_disc_level_2,deepseek-chat,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,74.0,73.0,79.0
phyllotaxis_disc_level_3,deepseek-chat,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,63.0,65.0,71.0
compound_eye_level_1,deepseek-chat,Compound Eye,4,1,Level 1 (Scale 2),41,68.0,44.0,36.0,45.0
compound_eye_level_2,deepseek-chat,Compound Eye,4,2,Level 2 (Scale 3),77,68.0,44.0,48.0,51.0
compound_eye_level_3,deepseek-chat,Compound Eye,4,3,Level 3 (Scale 4),136,73.0,39.0,50.0,51.0
diatom_frustule_level_1,deepseek-chat,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,64.0,100.0,89.0
diatom_frustule_level_2,deepseek-chat,Diatom Frustule,4,2,Level 2 (Scale 7),84,70.0,45.0,54.0,54.0
diatom_frustule_level_3,deepseek-chat,Diatom Frustule,4,3,Level 3 (Scale 10),168,100.0,100.0,100.0,100.0
honeycomb_lattice_level_1,deepseek-chat,Honeycomb Lattice,4,1,Level 1 (Scale 1),23,56.0,39.0,42.0,44.0
honeycomb_lattice_level_2,deepseek-chat,Honeycomb Lattice,4,2,Level 2 (Scale 2),59,55.0,40.0,41.0,44.0
honeycomb_lattice_level_3,deepseek-chat,Honeycomb Lattice,4,3,Level 3 (Scale 3),106,51.0,36.0,36.0,39.0
armillary_sphere_level_1,deepseek-chat,Armillary Sphere,3,1,Level 1 (Scale 2),20,100.0,76.0,85.0,85.0
armillary_sphere_level_2,deepseek-chat,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,63.0,100.0,89.0
armillary_sphere_level_3,deepseek-chat,Armillary Sphere,3,3,Level 3 (Scale 4),52,100.0,72.0,85.0,84.0
vertebral_column_level_1,deepseek-chat,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,61.0,85.0,81.0
vertebral_column_level_2,deepseek-chat,Vertebral Column,4,2,Level 2 (Scale 12),70,100.0,68.0,85.0,83.0
vertebral_column_level_3,deepseek-chat,Vertebral Column,4,3,Level 3 (Scale 19),112,100.0,65.0,85.0,82.0
flanged_pipe_joint_level_1,deepseek-chat,Flanged Pipe Joint,1,1,Level 1 (Scale 4),4,33.0,33.0,8.0,13.0
flanged_pipe_joint_level_2,deepseek-chat,Flanged Pipe Joint,1,2,Level 2 (Scale 8),8,40.0,40.0,13.0,18.0
flanged_pipe_joint_level_3,deepseek-chat,Flanged Pipe Joint,1,3,Level 3 (Scale 16),16,44.0,33.0,18.0,19.0
ball_bearing_assembly_level_1,deepseek-chat,Ball Bearing Assembly,2,1,Level 1 (Scale 6),6,75.0,75.0,47.0,53.0
ball_bearing_assembly_level_2,deepseek-chat,Ball Bearing Assembly,2,2,Level 2 (Scale 12),12,86.0,86.0,63.0,68.0
ball_bearing_assembly_level_3,deepseek-chat,Ball Bearing Assembly,2,3,Level 3 (Scale 20),20,91.0,91.0,72.0,77.0
clock_tower_mechanism_level_1,deepseek-chat,Clock Tower Mechanism,3,1,Level 1 (Scale 4),12,100.0,76.0,100.0,91.0
clock_tower_mechanism_level_2,deepseek-chat,Clock Tower Mechanism,3,2,Level 2 (Scale 12),20,100.0,94.0,100.0,98.0
clock_tower_mechanism_level_3,deepseek-chat,Clock Tower Mechanism,3,3,Level 3 (Scale 24),32,100.0,89.0,100.0,96.0
gantry_crane_assembly_level_1,deepseek-chat,Gantry Crane Assembly,3,1,Level 1 (Scale 2),17,100.0,64.0,100.0,86.0
gantry_crane_assembly_level_2,deepseek-chat,Gantry Crane Assembly,3,2,Level 2 (Scale 4),25,100.0,65.0,100.0,87.0
gantry_crane_assembly_level_3,deepseek-chat,Gantry Crane Assembly,3,3,Level 3 (Scale 6),33,100.0,81.0,100.0,93.0
cochlear_spiral_level_1,deepseek-chat,Cochlear Spiral,4,1,Level 1 (Scale 12),28,100.0,61.0,100.0,85.0
cochlear_spiral_level_2,deepseek-chat,Cochlear Spiral,4,2,Level 2 (Scale 24),49,94.0,53.0,87.0,73.0
cochlear_spiral_level_3,deepseek-chat,Cochlear Spiral,4,3,Level 3 (Scale 36),76,100.0,57.0,100.0,84.0
radiolarian_skeleton_level_1,deepseek-chat,Radiolarian Skeleton,4,1,Level 1 (Scale 1),65,100.0,59.0,89.0,78.0
radiolarian_skeleton_level_2,deepseek-chat,Radiolarian Skeleton,4,2,Level 2 (Scale 2),138,67.0,43.0,41.0,37.0
radiolarian_skeleton_level_3,deepseek-chat,Radiolarian Skeleton,4,3,Level 3 (Scale 3),0,0.0,0.0,0.0,0.0
spiral_staircase_level_1,gemini-3-flash-preview,Spiral Staircase,1,1,Level 1 (Scale 10),11,100.0,100.0,100.0,100.0
spiral_staircase_level_2,gemini-3-flash-preview,Spiral Staircase,1,2,Level 2 (Scale 24),25,100.0,100.0,100.0,100.0
spiral_staircase_level_3,gemini-3-flash-preview,Spiral Staircase,1,3,Level 3 (Scale 50),15,29.0,29.0,16.0,22.0
cannonball_pyramid_level_1,gemini-3-flash-preview,Cannonball Pyramid,1,1,Level 1 (Scale 3),10,100.0,100.0,100.0,100.0
cannonball_pyramid_level_2,gemini-3-flash-preview,Cannonball Pyramid,1,2,Level 2 (Scale 4),20,100.0,100.0,100.0,100.0
cannonball_pyramid_level_3,gemini-3-flash-preview,Cannonball Pyramid,1,3,Level 3 (Scale 5),35,100.0,100.0,100.0,100.0
voxel_grid_level_1,gemini-3-flash-preview,Voxel Grid,1,1,Level 1 (Scale 2),8,100.0,100.0,100.0,100.0
voxel_grid_level_2,gemini-3-flash-preview,Voxel Grid,1,2,Level 2 (Scale 3),27,100.0,100.0,100.0,100.0
voxel_grid_level_3,gemini-3-flash-preview,Voxel Grid,1,3,Level 3 (Scale 4),64,100.0,100.0,100.0,100.0
domino_ring_level_1,gemini-3-flash-preview,Domino Ring,1,1,Level 1 (Scale 5),15,100.0,78.0,79.0,83.0
domino_ring_level_2,gemini-3-flash-preview,Domino Ring,1,2,Level 2 (Scale 10),30,100.0,78.0,80.0,83.0
domino_ring_level_3,gemini-3-flash-preview,Domino Ring,1,3,Level 3 (Scale 20),21,35.0,27.0,14.0,22.0
dna_helix_level_1,gemini-3-flash-preview,DNA Helix,1,1,Level 1 (Scale 5),15,100.0,100.0,100.0,100.0
dna_helix_level_2,gemini-3-flash-preview,DNA Helix,1,2,Level 2 (Scale 10),30,100.0,100.0,100.0,100.0
dna_helix_level_3,gemini-3-flash-preview,DNA Helix,1,3,Level 3 (Scale 20),24,40.0,40.0,25.0,32.0
suspension_bridge_level_1,gemini-3-flash-preview,Suspension Bridge,2,1,Level 1 (Scale 5),13,100.0,99.0,100.0,100.0
suspension_bridge_level_2,gemini-3-flash-preview,Suspension Bridge,2,2,Level 2 (Scale 10),23,100.0,100.0,100.0,100.0
suspension_bridge_level_3,gemini-3-flash-preview,Suspension Bridge,2,3,Level 3 (Scale 20),22,51.0,51.0,32.0,42.0
planetary_array_level_1,gemini-3-flash-preview,Planetary Array,2,1,Level 1 (Scale 6),7,100.0,100.0,100.0,100.0
planetary_array_level_2,gemini-3-flash-preview,Planetary Array,2,2,Level 2 (Scale 12),13,100.0,100.0,100.0,100.0
planetary_array_level_3,gemini-3-flash-preview,Planetary Array,2,3,Level 3 (Scale 18),19,100.0,100.0,100.0,100.0
cross_braced_truss_level_1,gemini-3-flash-preview,Cross-Braced Truss,2,1,Level 1 (Scale 2),0,0.0,0.0,0.0,0.0
cross_braced_truss_level_2,gemini-3-flash-preview,Cross-Braced Truss,2,2,Level 2 (Scale 4),0,0.0,0.0,0.0,0.0
cross_braced_truss_level_3,gemini-3-flash-preview,Cross-Braced Truss,2,3,Level 3 (Scale 8),0,0.0,0.0,0.0,0.0
fractal_y_tree_level_1,gemini-3-flash-preview,Fractal Y-Tree,2,1,Level 1 (Scale 2),7,100.0,100.0,100.0,100.0
fractal_y_tree_level_2,gemini-3-flash-preview,Fractal Y-Tree,2,2,Level 2 (Scale 3),15,100.0,100.0,100.0,100.0
fractal_y_tree_level_3,gemini-3-flash-preview,Fractal Y-Tree,2,3,Level 3 (Scale 4),18,58.0,41.0,39.0,43.0
bcc_lattice_level_1,gemini-3-flash-preview,BCC Lattice,2,1,Level 1 (Scale 2),99,100.0,100.0,100.0,100.0
bcc_lattice_level_2,gemini-3-flash-preview,BCC Lattice,2,2,Level 2 (Scale 3),307,100.0,100.0,100.0,100.0
bcc_lattice_level_3,gemini-3-flash-preview,BCC Lattice,2,3,Level 3 (Scale 4),37,4.0,2.0,0.0,1.0
furniture_assembly_level_1,gemini-3-flash-preview,Furniture Assembly,3,1,Level 1 (Scale 2),5,100.0,23.0,100.0,77.0
furniture_assembly_level_2,gemini-3-flash-preview,Furniture Assembly,3,2,Level 2 (Scale 3),7,100.0,21.0,100.0,76.0
furniture_assembly_level_3,gemini-3-flash-preview,Furniture Assembly,3,3,Level 3 (Scale 4),9,100.0,23.0,98.0,76.0
pipe_manifold_level_1,gemini-3-flash-preview,Pipe Manifold,3,1,Level 1 (Scale 2),12,100.0,79.0,57.0,72.0
pipe_manifold_level_2,gemini-3-flash-preview,Pipe Manifold,3,2,Level 2 (Scale 3),16,100.0,89.0,98.0,96.0
pipe_manifold_level_3,gemini-3-flash-preview,Pipe Manifold,3,3,Level 3 (Scale 5),24,100.0,77.0,100.0,93.0
axle_bearing_level_1,gemini-3-flash-preview,Axle Bearing,3,1,Level 1 (Scale 1),5,100.0,44.0,100.0,83.0
axle_bearing_level_2,gemini-3-flash-preview,Axle Bearing,3,2,Level 2 (Scale 2),3,60.0,31.0,33.0,38.0
axle_bearing_level_3,gemini-3-flash-preview,Axle Bearing,3,3,Level 3 (Scale 3),5,100.0,34.0,82.0,71.0
phyllotaxis_disc_level_1,gemini-3-flash-preview,Phyllotaxis Disc,4,1,Level 1 (Scale 21),22,100.0,100.0,100.0,100.0
phyllotaxis_disc_level_2,gemini-3-flash-preview,Phyllotaxis Disc,4,2,Level 2 (Scale 55),56,100.0,100.0,100.0,100.0
phyllotaxis_disc_level_3,gemini-3-flash-preview,Phyllotaxis Disc,4,3,Level 3 (Scale 89),90,100.0,79.0,95.0,91.0
compound_eye_level_1,gemini-3-flash-preview,Compound Eye,4,1,Level 1 (Scale 2),60,100.0,82.0,100.0,95.0
compound_eye_level_2,gemini-3-flash-preview,Compound Eye,4,2,Level 2 (Scale 3),114,100.0,81.0,100.0,94.0
compound_eye_level_3,gemini-3-flash-preview,Compound Eye,4,3,Level 3 (Scale 4),186,100.0,82.0,100.0,95.0
diatom_frustule_level_1,gemini-3-flash-preview,Diatom Frustule,4,1,Level 1 (Scale 4),72,100.0,97.0,100.0,99.0
diatom_frustule_level_2,gemini-3-flash-preview,Diatom Frustule,4,2,Level 2 (Scale 7),120,100.0,79.0,100.0,94.0
diatom_frustule_level_3,gemini-3-flash-preview,Diatom Frustule,4,3,Level 3 (Scale 10),21,9.0,9.0,0.0,4.0
honeycomb_lattice_level_1,gemini-3-flash-preview,Honeycomb Lattice,4,1,Level 1 (Scale 1),41,100.0,100.0,100.0,100.0
honeycomb_lattice_level_2,gemini-3-flash-preview,Honeycomb Lattice,4,2,Level 2 (Scale 2),106,99.0,90.0,99.0,96.0
honeycomb_lattice_level_3,gemini-3-flash-preview,Honeycomb Lattice,4,3,Level 3 (Scale 3),113,54.0,50.0,40.0,46.0
armillary_sphere_level_1,gemini-3-flash-preview,Armillary Sphere,3,1,Level 1 (Scale 2),12,60.0,60.0,21.0,31.0
armillary_sphere_level_2,gemini-3-flash-preview,Armillary Sphere,3,2,Level 2 (Scale 3),36,100.0,100.0,100.0,100.0
armillary_sphere_level_3,gemini-3-flash-preview,Armillary Sphere,3,3,Level 3 (Scale 4),20,38.0,38.0,21.0,30.0
vertebral_column_level_1,gemini-3-flash-preview,Vertebral Column,4,1,Level 1 (Scale 7),40,100.0,72.0,73.0,78.0
vertebral_column_level_2,gemini-3-flash-preview,Vertebral Column,4,2,Level 2 (Scale 12),47,67.0,23.0,30.0,35.0
vertebral_column_level_3,gemini-3-flash-preview,Vertebral Column,4,3,Level 3 (Scale 19),112,100.0,69.0,74.0,78.0
flanged_pipe_joint_level_1,gemini-3-flash-preview,Flanged Pipe Joint,1,1,Level 1 (Scale 4),4,33.0,33.0,8.0,13.0
flanged_pipe_joint_level_2,gemini-3-flash-preview,Flanged Pipe Joint,1,2,Level 2 (Scale 8),20,100.0,81.0,95.0,89.0
flanged_pipe_joint_level_3,gemini-3-flash-preview,Flanged Pipe Joint,1,3,Level 3 (Scale 16),20,56.0,56.0,27.0,32.0
ball_bearing_assembly_level_1,gemini-3-flash-preview,Ball Bearing Assembly,2,1,Level 1 (Scale 6),8,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_2,gemini-3-flash-preview,Ball Bearing Assembly,2,2,Level 2 (Scale 12),14,100.0,100.0,100.0,100.0
ball_bearing_assembly_level_3,gemini-3-flash-preview,Ball Bearing Assembly,2,3,Level 3 (Scale 20),22,100.0,100.0,100.0,100.0
clock_tower_mechanism_level_1,gemini-3-flash-preview,Clock Tower Mechanism,3,1,Level 1 (Scale 4),6,50.0,46.0,23.0,26.0
clock_tower_mechanism_level_2,gemini-3-flash-preview,Clock Tower Mechanism,3,2,Level 2 (Scale 12),4,20.0,18.0,3.0,6.0
clock_tower_mechanism_level_3,gemini-3-flash-preview,Clock Tower Mechanism,3,3,Level 3 (Scale 24),4,12.0,11.0,0.0,1.0
gantry_crane_assembly_level_1,gemini-3-flash-preview,Gantry Crane Assembly,3,1,Level 1 (Scale 2),15,88.0,58.0,44.0,48.0
gantry_crane_assembly_level_2,gemini-3-flash-preview,Gantry Crane Assembly,3,2,Level 2 (Scale 4),21,84.0,59.0,40.0,45.0
gantry_crane_assembly_level_3,gemini-3-flash-preview,Gantry Crane Assembly,3,3,Level 3 (Scale 6),14,42.0,42.0,15.0,20.0
cochlear_spiral_level_1,gemini-3-flash-preview,Cochlear Spiral,4,1,Level 1 (Scale 12),15,54.0,52.0,25.0,29.0
cochlear_spiral_level_2,gemini-3-flash-preview,Cochlear Spiral,4,2,Level 2 (Scale 24),52,100.0,99.0,100.0,100.0
cochlear_spiral_level_3,gemini-3-flash-preview,Cochlear Spiral,4,3,Level 3 (Scale 36),18,24.0,23.0,5.0,8.0
radiolarian_skeleton_level_1,gemini-3-flash-preview,Radiolarian Skeleton,4,1,Level 1 (Scale 1),13,24.0,23.0,5.0,8.0
radiolarian_skeleton_level_2,gemini-3-flash-preview,Radiolarian Skeleton,4,2,Level 2 (Scale 2),163,80.0,79.0,60.0,63.0
radiolarian_skeleton_level_3,gemini-3-flash-preview,Radiolarian Skeleton,4,3,Level 3 (Scale 3),30,4.0,3.0,0.0,0.0
